,struc_id,resName1,seqNum1,SITE_ID,nuclearity,resName2,seqNum2,resName3,seqNum3,resName4,seqNum4,Set,pdb_name,MAHOMES_match,Enzyme,meta_site
940,2iyb_E,ZN,1424,2iyb_E_2,1,,,,,,,data,2iyb_E,match,False,2iyb_E_2
941,2iyn_A,MG,1122,2iyn_A_0,1,,,,,,,data,2iyn_A,match,False,2iyn_A_0
942,2j1n_A,MG,1347,2j1n_A_0,1,,,,,,,data,2j1n_A,match,False,2j1n_A_0
943,2j4x_A,ZN,1211,2j4x_A_0,1,,,,,,,data,2j4x_A,match,False,2j4x_A_0
944,2j7j_A,ZN,1086,2j7j_A_0,1,,,,,,,data,2j7j_A,match,False,2j7j_A_0
945,2j7j_A,ZN,1087,2j7j_A_1,1,,,,,,,data,2j7j_A,match,False,2j7j_A_1
946,2j7j_A,ZN,1088,2j7j_A_2,1,,,,,,,data,2j7j_A,match,False,2j7j_A_2
947,2j9u_B,ZN,1162,2j9u_B_0,1,,,,,,,data,2j9u_B,match,False,2j9u_B_0
948,2jd4_A,MG,4062,2jd4_A_1,1,,,,,,,data,2jd4_A,match,False,2jd4_A_0
949,2jd6_0,FE,201,2jd6_0_0,1,,,,,,,data,2jd6_0,match,False,2jd6_0_0
950,2jdz_A,MN,244,2jdz_A_1,1,,,,,,,data,2jdz_A,match,False,2jdz_A_0
951,2jk8_A,NI,501,2jk8_A_0,1,,,,,,,data,2jk8_A,match,False,2jk8_A_0
952,2jkg_A,MG,1170,2jkg_A_0,1,,,,,,,data,2jkg_A,match,False,2jkg_A_0
953,2jks_A,ZN,1316,2jks_A_0,1,,,,,,,data,2jks_A,match,False,2jks_A_0
954,2jks_A,ZN,1317,2jks_A_1,1,,,,,,,data,2jks_A,match,False,2jks_A_1
955,2jks_A,ZN,1318,2jks_A_2,1,,,,,,,data,2jks_A,partial,False,2jks_A_2
956,2jks_A,ZN,1322,2jks_A_6,1,,,,,,,data,2jks_A,partial,False,2jks_A_3
957,2jks_A,ZN,1323,2jks_A_7,1,,,,,,,data,2jks_A,match,False,2jks_A_4
958,2jm3_A,ZN,92,2jm3_A_0,1,,,,,,,data,2jm3_A,match,False,2jm3_A_0
959,2jne_A,ZN,150,2jne_A_0,1,,,,,,,data,2jne_A,match,False,2jne_A_0
960,2jne_A,ZN,200,2jne_A_1,1,,,,,,,data,2jne_A,match,False,2jne_A_1
961,2jox_A,ZN,108,2jox_A_0,2,ZN,109,,,,,data,2jox_A,match,False,2jox_A_0
962,2jox_A,ZN,110,2jox_A_1,1,,,,,,,data,2jox_A,match,False,2jox_A_1
963,2jq5_A,ZN,129,2jq5_A_0,1,,,,,,,data,2jq5_A,match,False,2jq5_A_0
964,2jrp_A,ZN,200,2jrp_A_1,1,,,,,,,data,2jrp_A,match,False,2jrp_A_0
965,2jsd_A,ZN,275,2jsd_A_0,1,,,,,,,data,2jsd_A,match,False,2jsd_A_0
966,2jt6_A,ZN,257,2jt6_A_1,1,,,,,,,data,2jt6_A,match,False,2jt6_A_0
967,2jtg_A,ZN,88,2jtg_A_0,1,,,,,,,data,2jtg_A,match,False,2jtg_A_0
968,2jw6_A,ZN,601,2jw6_A_0,1,,,,,,,data,2jw6_A,match,False,2jw6_A_0
969,2jyd_A,ZN,47,2jyd_A_0,1,,,,,,,data,2jyd_A,match,False,2jyd_A_0
970,2jyi_A,ZN,2001,2jyi_A_0,1,,,,,,,data,2jyi_A,match,False,2jyi_A_0
971,2jyi_A,ZN,2002,2jyi_A_1,1,,,,,,,data,2jyi_A,match,False,2jyi_A_1
972,2jz8_A,ZN,150,2jz8_A_0,1,,,,,,,data,2jz8_A,match,False,2jz8_A_0
973,2k0a_A,ZN,108,2k0a_A_0,1,,,,,,,data,2k0a_A,match,False,2k0a_A_0
974,2k0a_A,ZN,109,2k0a_A_1,1,,,,,,,data,2k0a_A,match,False,2k0a_A_1
975,2k0a_A,ZN,110,2k0a_A_2,1,,,,,,,data,2k0a_A,match,False,2k0a_A_2
976,2k16_A,ZN,940,2k16_A_0,1,,,,,,,data,2k16_A,match,False,2k16_A_0
977,2k16_A,ZN,941,2k16_A_1,1,,,,,,,data,2k16_A,match,False,2k16_A_1
978,2k1p_A,ZN,96,2k1p_A_0,1,,,,,,,data,2k1p_A,match,False,2k1p_A_0
979,2k2c_A,ZN,139,2k2c_A_1,1,,,,,,,data,2k2c_A,match,False,2k2c_A_0
980,2k2c_A,ZN,141,2k2c_A_3,1,,,,,,,data,2k2c_A,match,False,2k2c_A_1
981,2k2c_A,ZN,142,2k2c_A_4,1,,,,,,,data,2k2c_A,match,False,2k2c_A_2
982,2k2d_A,ZN,80,2k2d_A_0,1,,,,,,,data,2k2d_A,match,False,2k2d_A_0
983,2k2g_A,ZN,3,2k2g_A_1,1,,,,,,,data,2k2g_A,match,False,2k2g_A_0
984,2k4x_A,ZN,56,2k4x_A_0,1,,,,,,,data,2k4x_A,match,False,2k4x_A_0
985,2k5c_A,ZN,96,2k5c_A_0,1,,,,,,,data,2k5c_A,match,False,2k5c_A_0
986,2k6z_A,CU,121,2k6z_A_0,1,,,,,,,data,2k6z_A,match,False,2k6z_A_0
987,2k7b_A,MG,601,2k7b_A_0,1,,,,,,,data,2k7b_A,match,False,2k7b_A_0
988,2k7r_A,ZN,129,2k7r_A_0,1,,,,,,,data,2k7r_A,match,False,2k7r_A_0
989,2k9h_A,ZN,101,2k9h_A_0,1,,,,,,,data,2k9h_A,match,False,2k9h_A_0
990,2k9h_A,ZN,102,2k9h_A_1,1,,,,,,,data,2k9h_A,match,False,2k9h_A_1
991,2kak_A,ZN,130,2kak_A_0,1,,,,,,,data,2kak_A,match,False,2kak_A_0
992,2kak_A,ZN,150,2kak_A_1,3,ZN,170,ZN,190,,,data,2kak_A,match,False,2kak_A_1
993,2kbx_B,ZN,298,2kbx_B_0,1,,,,,,,data,2kbx_B,match,False,2kbx_B_0
994,2kbx_B,ZN,299,2kbx_B_1,1,,,,,,,data,2kbx_B,match,False,2kbx_B_1
995,2kft_A,ZN,401,2kft_A_0,1,,,,,,,data,2kft_A,match,False,2kft_A_0
996,2kkh_A,ZN,201,2kkh_A_0,1,,,,,,,data,2kkh_A,match,False,2kkh_A_0
997,2kkr_A,ZN,500,2kkr_A_0,1,,,,,,,data,2kkr_A,match,False,2kkr_A_0
998,2kkt_A,ZN,500,2kkt_A_0,1,,,,,,,data,2kkt_A,match,False,2kkt_A_0
999,2kn9_A,ZN,82,2kn9_A_0,1,,,,,,,data,2kn9_A,match,False,2kn9_A_0
1000,2kpi_A,ZN,150,2kpi_A_0,1,,,,,,,data,2kpi_A,match,False,2kpi_A_0
1001,2kq9_A,ZN,113,2kq9_A_0,1,,,,,,,data,2kq9_A,match,False,2kq9_A_0
1002,2ksz_A,MG,100,2ksz_A_0,1,,,,,,,data,2ksz_A,match,False,2ksz_A_0
1003,2kuo_A,ZN,449,2kuo_A_0,1,,,,,,,data,2kuo_A,match,False,2kuo_A_0
1004,2kvf_A,ZN,83,2kvf_A_0,1,,,,,,,data,2kvf_A,match,False,2kvf_A_0
1005,2kvg_A,ZN,85,2kvg_A_0,1,,,,,,,data,2kvg_A,match,False,2kvg_A_0
1006,2kwq_A,ZN,843,2kwq_A_0,1,,,,,,,data,2kwq_A,match,False,2kwq_A_0
1007,2kwq_A,ZN,844,2kwq_A_1,1,,,,,,,data,2kwq_A,match,False,2kwq_A_1
1008,2kzy_A,ZN,63,2kzy_A_0,1,,,,,,,data,2kzy_A,match,False,2kzy_A_0
1009,2l0z_A,ZN,486,2l0z_A_0,1,,,,,,,data,2l0z_A,match,False,2l0z_A_0
1010,2l0z_A,ZN,487,2l0z_A_1,1,,,,,,,data,2l0z_A,match,False,2l0z_A_1
1011,2l43_A,ZN,90,2l43_A_1,1,,,,,,,data,2l43_A,match,False,2l43_A_0
1012,2l4i_A,MG,500,2l4i_A_0,1,,,,,,,data,2l4i_A,match,False,2l4i_A_0
1013,2l62_A,ZN,100,2l62_A_0,2,ZN,120,,,,,data,2l62_A,match,False,2l62_A_0
1014,2l6y_A,ZN,239,2l6y_A_0,1,,,,,,,data,2l6y_A,match,False,2l6y_A_0
1015,2l7x_A,ZN,106,2l7x_A_0,1,,,,,,,data,2l7x_A,match,False,2l7x_A_0
1016,2l7x_A,ZN,107,2l7x_A_1,1,,,,,,,data,2l7x_A,match,False,2l7x_A_1
1017,2l8e_A,ZN,829,2l8e_A_0,1,,,,,,,data,2l8e_A,match,False,2l8e_A_0
1018,2l9z_A,ZN,403,2l9z_A_0,1,,,,,,,data,2l9z_A,match,False,2l9z_A_0
1019,2lau_A,ZN,82,2lau_A_0,1,,,,,,,data,2lau_A,match,False,2lau_A_0
1020,2lce_A,ZN,300,2lce_A_1,1,,,,,,,data,2lce_A,match,False,2lce_A_0
1021,2lhn_A,ZN,501,2lhn_A_0,1,,,,,,,data,2lhn_A,match,False,2lhn_A_0
1022,2lhn_A,ZN,502,2lhn_A_1,1,,,,,,,data,2lhn_A,match,False,2lhn_A_1
1023,2lhn_A,ZN,503,2lhn_A_2,1,,,,,,,data,2lhn_A,match,False,2lhn_A_2
1024,2ljy_A,ZN,200,2ljy_A_0,1,,,,,,,data,2ljy_A,match,False,2ljy_A_0
1025,2lk0_A,ZN,32,2lk0_A_0,1,,,,,,,data,2lk0_A,match,False,2lk0_A_0
1026,2lk5_B,ZN,37,2lk5_B_0,1,,,,,,,data,2lk5_B,match,False,2lk5_B_0
1027,2lli_A,ZN,201,2lli_A_0,1,,,,,,,data,2lli_A,match,False,2lli_A_0
1028,2lli_A,ZN,202,2lli_A_1,1,,,,,,,data,2lli_A,match,False,2lli_A_1
1029,2lli_A,ZN,203,2lli_A_2,1,,,,,,,data,2lli_A,match,False,2lli_A_2
1030,2lli_A,ZN,204,2lli_A_3,1,,,,,,,data,2lli_A,match,False,2lli_A_3
1031,2lli_A,ZN,205,2lli_A_4,1,,,,,,,data,2lli_A,match,False,2lli_A_4
1032,2lo2_A,ZN,101,2lo2_A_0,1,,,,,,,data,2lo2_A,match,False,2lo2_A_0
1033,2lq6_A,ZN,402,2lq6_A_1,1,,,,,,,data,2lq6_A,match,False,2lq6_A_0
1034,2lri_C,ZN,101,2lri_C_0,1,,,,,,,data,2lri_C,match,False,2lri_C_0
1035,2lri_C,ZN,102,2lri_C_1,1,,,,,,,data,2lri_C,match,False,2lri_C_1
1036,2luy_A,ZN,300,2luy_A_0,1,,,,,,,data,2luy_A,match,False,2luy_A_0
1037,2lv2_A,ZN,101,2lv2_A_0,1,,,,,,,data,2lv2_A,match,False,2lv2_A_0
1038,2lv2_A,ZN,102,2lv2_A_1,1,,,,,,,data,2lv2_A,match,False,2lv2_A_1
1039,2lvh_A,ZN,101,2lvh_A_0,1,,,,,,,data,2lvh_A,match,False,2lvh_A_0
1040,2lvj_A,MG,101,2lvj_A_0,1,,,,,,,data,2lvj_A,match,False,2lvj_A_0
1041,2lvr_A,ZN,101,2lvr_A_0,1,,,,,,,data,2lvr_A,match,False,2lvr_A_0
1042,2lxd_A,ZN,202,2lxd_A_1,1,,,,,,,data,2lxd_A,match,False,2lxd_A_0
1043,2lxw_A,ZN,101,2lxw_A_0,1,,,,,,,data,2lxw_A,match,False,2lxw_A_0
1044,2lzu_A,ZN,201,2lzu_A_0,1,,,,,,,data,2lzu_A,match,False,2lzu_A_0
1045,2lzu_A,ZN,202,2lzu_A_1,1,,,,,,,data,2lzu_A,match,False,2lzu_A_1
1046,2m0d_A,ZN,201,2m0d_A_0,1,,,,,,,data,2m0d_A,match,False,2m0d_A_0
1047,2m1s_A,ZN,100,2m1s_A_0,1,,,,,,,data,2m1s_A,match,False,2m1s_A_0
1048,2m1s_A,ZN,101,2m1s_A_1,1,,,,,,,data,2m1s_A,match,False,2m1s_A_1
1049,2m3l_A,ZN,201,2m3l_A_0,1,,,,,,,data,2m3l_A,match,False,2m3l_A_0
1050,2m7a_A,ZN,100,2m7a_A_0,1,,,,,,,data,2m7a_A,match,False,2m7a_A_0
1051,2m7b_A,ZN,101,2m7b_A_0,1,,,,,,,data,2m7b_A,match,False,2m7b_A_0
1052,2m9w_A,ZN,101,2m9w_A_0,1,,,,,,,data,2m9w_A,match,False,2m9w_A_0
1053,2mbv_A,ZN,1001,2mbv_A_0,1,,,,,,,data,2mbv_A,match,False,2mbv_A_0
1054,2mbv_A,ZN,1002,2mbv_A_1,1,,,,,,,data,2mbv_A,match,False,2mbv_A_1
1055,2md8_C,ZN,101,2md8_C_0,1,,,,,,,data,2md8_C,match,False,2md8_C_0
1056,2md8_C,ZN,102,2md8_C_1,1,,,,,,,data,2md8_C,match,False,2md8_C_1
1057,2mdg_A,ZN,101,2mdg_A_0,1,,,,,,,data,2mdg_A,match,False,2mdg_A_0
1058,2mej_B,ZN,401,2mej_B_0,1,,,,,,,data,2mej_B,match,False,2mej_B_0
1059,2mhr_A,FEO,119,2mhr_A_0,2,FEO,119,,,,,data,2mhr_A,partial,False,2mhr_A_0
1060,2miu_A,ZN,302,2miu_A_1,1,,,,,,,data,2miu_A,match,False,2miu_A_0
1061,2miu_A,ZN,303,2miu_A_2,1,,,,,,,data,2miu_A,match,False,2miu_A_1
1062,2mjc_A,ZN,300,2mjc_A_0,1,,,,,,,data,2mjc_A,match,False,2mjc_A_0
1063,2mkd_A,ZN,301,2mkd_A_0,1,,,,,,,data,2mkd_A,match,False,2mkd_A_0
1064,2mke_A,ZN,501,2mke_A_0,1,,,,,,,data,2mke_A,match,False,2mke_A_0
1065,2mke_A,ZN,502,2mke_A_1,1,,,,,,,data,2mke_A,match,False,2mke_A_1
1066,2mum_A,ZN,301,2mum_A_0,1,,,,,,,data,2mum_A,match,False,2mum_A_0
1067,2mum_A,ZN,302,2mum_A_1,1,,,,,,,data,2mum_A,match,False,2mum_A_1
1068,2mxv_A,ZN,101,2mxv_A_0,1,,,,,,,data,2mxv_A,match,False,2mxv_A_0
1069,2my1_A,ZN,1000,2my1_A_0,3,ZN,1001,ZN,1002,,,data,2my1_A,match,False,2my1_A_0
1070,2n25_A,ZN,201,2n25_A_0,1,,,,,,,data,2n25_A,match,False,2n25_A_0
1071,2n94_A,ZN,101,2n94_A_0,1,,,,,,,data,2n94_A,match,False,2n94_A_0
1072,2n94_A,ZN,102,2n94_A_1,1,,,,,,,data,2n94_A,match,False,2n94_A_1
1073,2n95_A,ZN,101,2n95_A_0,1,,,,,,,data,2n95_A,match,False,2n95_A_0
1074,2n95_A,ZN,102,2n95_A_1,1,,,,,,,data,2n95_A,match,False,2n95_A_1
1075,2nab_A,ZN,101,2nab_A_0,1,,,,,,,data,2nab_A,match,False,2nab_A_0
1076,2nax_A,ZN,701,2nax_A_0,1,,,,,,,data,2nax_A,match,False,2nax_A_0
1077,2nb9_A,ZN,101,2nb9_A_0,1,,,,,,,data,2nb9_A,match,False,2nb9_A_0
1078,2nl9_A,ZN,1002,2nl9_A_1,1,,,,,,,data,2nl9_A,match,False,2nl9_A_0
1079,2nl9_A,ZN,1005,2nl9_A_3,2,ZN,1006,,,,,data,2nl9_A,match,False,2nl9_A_1
1080,2nog_A,MG,9220,2nog_A_0,1,,,,,,,data,2nog_A,match,False,2nog_A_0
1081,2nut_A,ZN,800,2nut_A_0,1,,,,,,,data,2nut_A,match,False,2nut_A_0
1082,2o03_A,ZN,201,2o03_A_0,1,,,,,,,data,2o03_A,match,False,2o03_A_0
1083,2o03_A,ZN,202,2o03_A_1,1,,,,,,,data,2o03_A,match,False,2o03_A_1
1084,2o03_A,ZN,203,2o03_A_2,1,,,,,,,data,2o03_A,match,False,2o03_A_2
1085,2o0o_A,MG,271,2o0o_A_0,1,,,,,,,data,2o0o_A,match,False,2o0o_A_0
1086,2o10_A,ZN,86,2o10_A_0,1,,,,,,,data,2o10_A,match,False,2o10_A_0
1087,2o10_A,ZN,87,2o10_A_1,1,,,,,,,data,2o10_A,match,False,2o10_A_1
1088,2o13_A,ZN,191,2o13_A_1,1,,,,,,,data,2o13_A,match,False,2o13_A_0
1089,2o5a_A,MN,127,2o5a_A_1,1,,,,,,,data,2o5a_A,match,False,2o5a_A_0
1090,2o68_A,FE,401,2o68_A_0,1,,,,,,,data,2o68_A,match,False,2o68_A_0
1091,2o6e_A,ZN,307,2o6e_A_4,1,,,,,,,data,2o6e_A,match,False,2o6e_A_0
1092,2o6p_B,ZN,1001,2o6p_B_0,1,,,,,,,data,2o6p_B,match,False,2o6p_B_0
1093,2o6p_B,ZN,1003,2o6p_B_1,1,,,,,,,data,2o6p_B,match,False,2o6p_B_1
1094,2o8q_A,NI,300,2o8q_A_0,1,,,,,,,data,2o8q_A,match,False,2o8q_A_0
1095,2oaj_A,ZN,963,2oaj_A_0,1,,,,,,,data,2oaj_A,match,False,2oaj_A_0
1096,2obb_A,MG,201,2obb_A_0,1,,,,,,,data,2obb_A,match,False,2obb_A_0
1097,2od1_A,ZN,902,2od1_A_1,1,,,,,,,data,2od1_A,match,False,2od1_A_0
1098,2ons_A,MG,702,2ons_A_0,1,,,,,,,data,2ons_A,match,False,2ons_A_0
1099,2opc_A,CO,201,2opc_A_0,1,,,,,,,data,2opc_A,match,False,2opc_A_0
1100,2osd_A,ZN,166,2osd_A_0,1,,,,,,,data,2osd_A,match,False,2osd_A_0
1101,2oux_A,MG,401,2oux_A_0,1,,,,,,,data,2oux_A,match,False,2oux_A_0
1102,2oux_A,MG,405,2oux_A_2,1,,,,,,,data,2oux_A,match,False,2oux_A_1
1103,2owa_A,ZN,201,2owa_A_0,1,,,,,,,data,2owa_A,match,False,2owa_A_0
1104,2ows_A,FE,324,2ows_A_0,1,,,,,,,data,2ows_A,match,False,2ows_A_0
1105,2ox6_A,MG,169,2ox6_A_2,1,,,,,,,data,2ox6_A,match,False,2ox6_A_0
1106,2ox8_A,ZN,2,2ox8_A_1,1,,,,,,,data,2ox8_A,match,False,2ox8_A_0
1107,2ox8_A,ZN,4,2ox8_A_3,1,,,,,,,data,2ox8_A,match,False,2ox8_A_1
1108,2ox8_A,ZN,5,2ox8_A_4,1,,,,,,,data,2ox8_A,match,False,2ox8_A_2
1109,2oy3_A,MG,201,2oy3_A_0,1,,,,,,,data,2oy3_A,match,False,2oy3_A_0
1110,2p2l_A,ZN,202,2p2l_A_1,1,,,,,,,data,2p2l_A,match,False,2p2l_A_0
1111,2p2l_A,ZN,902,2p2l_A_3,1,,,,,,,data,2p2l_A,match,False,2p2l_A_1
1112,2p46_A,ZN,203,2p46_A_2,2,ZN,204,,,,,data,2p46_A,match,False,2p46_A_0
1113,2p4p_B,MG,301,2p4p_B_0,1,,,,,,,data,2p4p_B,match,False,2p4p_B_0
1114,2p6y_A,ZN,201,2p6y_A_0,1,,,,,,,data,2p6y_A,match,False,2p6y_A_0
1115,2p97_A,MG,201,2p97_A_0,1,,,,,,,data,2p97_A,match,False,2p97_A_0
1116,2pal_A,MN,110,2pal_A_0,1,,,,,,,data,2pal_A,match,False,2pal_A_0
1117,2pal_A,MN,111,2pal_A_1,1,,,,,,,data,2pal_A,match,False,2pal_A_1
1118,2ph1_A,ZN,301,2ph1_A_0,1,,,,,,,data,2ph1_A,match,False,2ph1_A_0
1119,2pli_A,ZN,704,2pli_A_1,1,,,,,,,data,2pli_A,match,False,2pli_A_0
1120,2poi_A,ZN,100,2poi_A_0,1,,,,,,,data,2poi_A,match,False,2poi_A_0
1121,2pos_C,NI,100,2pos_C_0,1,,,,,,,data,2pos_C,match,False,2pos_C_0
1122,2pq3_A,ZN,201,2pq3_A_0,1,,,,,,,data,2pq3_A,match,False,2pq3_A_0
1123,2pq3_A,ZN,202,2pq3_A_1,1,,,,,,,data,2pq3_A,match,False,2pq3_A_1
1124,2prs_A,ZN,501,2prs_A_0,1,,,,,,,data,2prs_A,match,False,2prs_A_0
1125,2prs_A,ZN,503,2prs_A_1,1,,,,,,,data,2prs_A,match,False,2prs_A_1
1126,2pt2_A,FE2,400,2pt2_A_0,1,,,,,,,data,2pt2_A,match,False,2pt2_A_0
1127,2puy_A,ZN,355,2puy_A_0,1,,,,,,,data,2puy_A,match,False,2puy_A_0
1128,2puy_A,ZN,356,2puy_A_1,1,,,,,,,data,2puy_A,match,False,2puy_A_1
1129,2pw6_A,ZN,274,2pw6_A_2,1,,,,,,,data,2pw6_A,match,False,2pw6_A_0
1130,2pxr_C,ZN,401,2pxr_C_0,1,,,,,,,data,2pxr_C,match,False,2pxr_C_0
1131,2pxr_C,ZN,402,2pxr_C_1,1,,,,,,,data,2pxr_C,match,False,2pxr_C_1
1132,2q1z_B,ZN,196,2q1z_B_0,1,,,,,,,data,2q1z_B,match,False,2q1z_B_0
1133,2q1z_B,ZN,197,2q1z_B_1,1,,,,,,,data,2q1z_B,match,False,2q1z_B_1
1134,2q6q_A,CO,1,2q6q_A_0,2,CO,2,,,,,data,2q6q_A,match,False,2q6q_A_0
1135,2qdf_A,MG,500,2qdf_A_0,1,,,,,,,data,2qdf_A,match,False,2qdf_A_0
1136,2qf7_A,MG,1158,2qf7_A_3,1,,,,,,,data,2qf7_A,match,False,2qf7_A_3
1137,2qkd_A,ZN,501,2qkd_A_0,1,,,,,,,data,2qkd_A,match,False,2qkd_A_0
1138,2qmq_A,MG,2,2qmq_A_1,1,,,,,,,data,2qmq_A,match,False,2qmq_A_0
1139,2qmu_C,ZN,414,2qmu_C_0,1,,,,,,,data,2qmu_C,match,False,2qmu_C_0
1140,2qq4_A,ZN,139,2qq4_A_0,1,,,,,,,data,2qq4_A,match,False,2qq4_A_0
1141,2qqh_A,NI,500,2qqh_A_0,1,,,,,,,data,2qqh_A,match,False,2qqh_A_0
1142,2r2z_A,ZN,94,2r2z_A_3,1,,,,,,,data,2r2z_A,match,False,2r2z_A_0
1143,2r8d_A,MN,92,2r8d_A_0,2,MG,93,,,,,data,2r8d_A,match,False,2r8d_A_0
1144,2ra6_A,ZN,803,2ra6_A_0,1,,,,,,,data,2ra6_A,match,False,2ra6_A_0
1145,2raw_A,ZN,341,2raw_A_0,1,,,,,,,data,2raw_A,match,False,2raw_A_0
1146,2rg4_A,FE,217,2rg4_A_0,1,,,,,,,data,2rg4_A,match,False,2rg4_A_0
1147,2rgt_A,ZN,205,2rgt_A_0,1,,,,,,,data,2rgt_A,match,False,2rgt_A_0
1148,2rgt_A,ZN,206,2rgt_A_1,1,,,,,,,data,2rgt_A,match,False,2rgt_A_1
1149,2rgt_A,ZN,207,2rgt_A_2,1,,,,,,,data,2rgt_A,match,False,2rgt_A_2
1150,2rgt_A,ZN,208,2rgt_A_3,1,,,,,,,data,2rgt_A,match,False,2rgt_A_3
1151,2rjb_A,ZN,501,2rjb_A_0,1,,,,,,,data,2rjb_A,match,False,2rjb_A_0
1152,2rkn_A,ZN,202,2rkn_A_1,2,ZN,203,,,,,data,2rkn_A,match,False,2rkn_A_0
1153,2rli_A,CU,267,2rli_A_0,1,,,,,,,data,2rli_A,match,False,2rli_A_0
1154,2rmn_A,ZN,1,2rmn_A_0,1,,,,,,,data,2rmn_A,match,False,2rmn_A_0
1155,2ro1_A,ZN,201,2ro1_A_0,1,,,,,,,data,2ro1_A,match,False,2ro1_A_0
1156,2rpc_A,ZN,601,2rpc_A_2,1,,,,,,,data,2rpc_A,match,False,2rpc_A_0
1157,2rpp_A,ZN,201,2rpp_A_0,1,,,,,,,data,2rpp_A,match,False,2rpp_A_0
1158,2rr4_A,ZN,501,2rr4_A_0,1,,,,,,,data,2rr4_A,match,False,2rr4_A_0
1159,2rsi_A,ZN,102,2rsi_A_1,1,,,,,,,data,2rsi_A,match,False,2rsi_A_0
1160,2rsj_A,ZN,102,2rsj_A_1,1,,,,,,,data,2rsj_A,match,False,2rsj_A_0
1161,2rt9_A,ZN,701,2rt9_A_0,1,,,,,,,data,2rt9_A,match,False,2rt9_A_0
1162,2rt9_A,ZN,702,2rt9_A_1,1,,,,,,,data,2rt9_A,match,False,2rt9_A_1
1163,2rut_A,ZN,101,2rut_A_0,1,,,,,,,data,2rut_A,match,False,2rut_A_0
1164,2rv2_A,ZN,101,2rv2_A_0,1,,,,,,,data,2rv2_A,match,False,2rv2_A_0
1165,2ush_B,ZN,705,2ush_B_1,1,,,,,,,data,2ush_B,match,False,2ush_B_1
1166,2uur_A,ZN,601,2uur_A_0,1,,,,,,,data,2uur_A,match,False,2uur_A_0
1167,2uyd_X,ZN,205,2uyd_X_4,1,,,,,,,data,2uyd_X,match,False,2uyd_X_0
1168,2uyd_X,ZN,208,2uyd_X_7,1,,,,,,,data,2uyd_X,match,False,2uyd_X_1
1169,2v08_A,ZN,1090,2v08_A_0,1,,,,,,,data,2v08_A,match,False,2v08_A_0
1170,2v08_A,ZN,1092,2v08_A_2,1,,,,,,,data,2v08_A,match,False,2v08_A_1
1171,2v08_A,ZN,1094,2v08_A_4,1,,,,,,,data,2v08_A,match,False,2v08_A_2
1172,2v0c_A,ZN,1815,2v0c_A_0,1,,,,,,,data,2v0c_A,match,False,2v0c_A_0
1173,2v24_A,NI,1234,2v24_A_0,1,,,,,,,data,2v24_A,match,False,2v24_A_0
1174,2v25_A,ZN,1236,2v25_A_1,1,,,,,,,data,2v25_A,match,False,2v25_A_0
1175,2v89_A,ZN,2488,2v89_A_0,1,,,,,,,data,2v89_A,match,False,2v89_A_0
1176,2v89_A,ZN,2489,2v89_A_1,1,,,,,,,data,2v89_A,match,False,2v89_A_1
1177,2vb2_X,CU,1089,2vb2_X_0,1,,,,,,,data,2vb2_X,match,False,2vb2_X_0
1178,2vbk_A,MG,623,2vbk_A_0,1,,,,,,,data,2vbk_A,match,False,2vbk_A_0
1179,2vkr_A,ZN,106,2vkr_A_0,1,,,,,,,data,2vkr_A,match,False,2vkr_A_0
1180,2vl6_A,ZN,1266,2vl6_A_0,1,,,,,,,data,2vl6_A,match,False,2vl6_A_0
1181,2vm5_A,ZN,1245,2vm5_A_0,1,,,,,,,data,2vm5_A,match,False,2vm5_A_0
1182,2vn2_A,MG,1120,2vn2_A_0,1,,,,,,,data,2vn2_A,match,False,2vn2_A_0
1183,2vov_A,CU,1339,2vov_A_0,1,,,,,,,data,2vov_A,match,False,2vov_A_0
1184,2vpb_A,ZN,1400,2vpb_A_0,1,,,,,,,data,2vpb_A,match,False,2vpb_A_0
1185,2vpd_A,ZN,1400,2vpd_A_1,1,,,,,,,data,2vpd_A,match,False,2vpd_A_0
1186,2vpg_A,ZN,1400,2vpg_A_0,1,,,,,,,data,2vpg_A,match,False,2vpg_A_0
1187,2vpo_A,MG,1313,2vpo_A_0,1,,,,,,,data,2vpo_A,match,False,2vpo_A_0
1188,2vpr_A,MG,1207,2vpr_A_0,1,,,,,,,data,2vpr_A,match,False,2vpr_A_0
1189,2vqh_A,ZN,1092,2vqh_A_3,1,,,,,,,data,2vqh_A,partial,False,2vqh_A_0
1190,2vqh_A,ZN,1093,2vqh_A_4,1,,,,,,,data,2vqh_A,partial,False,2vqh_A_1
1191,2vrd_A,ZN,1062,2vrd_A_0,1,,,,,,,data,2vrd_A,match,False,2vrd_A_0
1192,2vrs_A,ZN,1329,2vrs_A_1,1,,,,,,,data,2vrs_A,match,False,2vrs_A_0
1193,2vrs_A,ZN,1331,2vrs_A_3,1,,,,,,,data,2vrs_A,match,False,2vrs_A_1
1194,2vrs_A,ZN,1332,2vrs_A_4,1,,,,,,,data,2vrs_A,match,False,2vrs_A_2
1195,2vrw_B,ZN,1565,2vrw_B_0,1,,,,,,,data,2vrw_B,match,False,2vrw_B_0
1196,2vs0_A,ZN,1088,2vs0_A_2,1,,,,,,,data,2vs0_A,match,False,2vs0_A_0
1197,2vtg_A,ZN,1127,2vtg_A_1,1,,,,,,,data,2vtg_A,match,False,2vtg_A_0
1198,2vu4_A,ZN,1187,2vu4_A_0,1,,,,,,,data,2vu4_A,match,False,2vu4_A_0
